0,-3.9375,0,0,0,0,0
0.001,-3.875,0,0,0,0,0
0.002,-3.75,0,0,0,0,0
0.003,-3.875,0,0,0,0,0
0.004,-4.4375,0,0,0,0,0
0.005,-5.75,0,0,0,0,0
0.006,-5.6875,0,0,0,0,0
0.007,-5.625,0,0,0,0,0
0.008,-5.4375,0,0,0,0,0
0.009,-5.625,0,0,0,0,0
0.01,-5.0625,0,0,0,0,0
0.011,-4.8125,0,0,0,0,0
0.012,-5.125,0,0,0,0,0
0.013,-5.3125,0,0,0,0,0
0.014,-5,0,0,0,0,0
0.015,-5,0,0,0,0,0
0.016,-5.125,0,0,0,0,0
0.017,-5,0,0,0,0,0
0.018,-4.5625,0,0,0,0,0
0.019,-4.1875,0,0,0,0,0
0.02,-4.8125,0,0,0,0,0
0.021,-5.125,0,0,0,0,0
0.022,-5.5,0,0,0,0,0
0.023,-5.625,0,0,0,0,0
0.024,-5.625,0,0,0,0,0
0.025,-5.625,0,0,0,0,0
0.026,-5.125,0,0,0,0,0
0.027,-5,0,0,0,0,0
0.028,-5,0,0,0,0,0
0.029,-4.6875,0,0,0,0,0
0.03,-4.25,0,0,0,0,0
0.031,-4.0625,0,0,0,0,0
0.032,-4.375,0,0,0,0,0
0.033,-4.5,0,0,0,0,0
0.034,-4.5625,0,0,0,0,0
0.035,-4.6875,0,0,0,0,0
0.036,-4.625,0,0,0,0,0
0.037,-4.6875,0,0,0,0,0
0.038,-4.6875,0,0,0,0,0
0.039,-4.8125,0,0,0,0,0
0.04,-5.375,0,0,0,0,0
0.041,-5.9375,0,0,0,0,0
0.042,-6.375,0,0,0,0,0
0.043,-6.375,0,0,0,0,0
0.044,-6.3125,0,0,0,0,0
0.045,-6.0625,0,0,0,0,0
0.046,-5.625,0,0,0,0,0
0.047,-5.4375,0,0,0,0,0
0.048,-5.3125,0,0,0,0,0
0.049,-4.6875,0,0,0,0,0
0.05,-4.5,0,0,0,0,0
0.051,-4.5,0,0,0,0,0
0.052,-4.75,0,0,0,0,0
0.053,-5,0,0,0,0,0
0.054,-4.8125,0,0,0,0,0
0.055,-5.125,0,0,0,0,0
0.056,-5,0,0,0,0,0
0.057,-4.375,0,0,0,0,0
0.058,-4.1875,0,0,0,0,0
0.059,-4.1875,0,0,0,0,0
0.06,-4.3125,0,0,0,0,0
0.061,-4.0625,0,0,0,0,0
0.062,-4,0,0,0,0,0
0.063,-3.75,0,0,0,0,0
0.064,-3.875,0,0,0,0,0
0.065,-4.375,0,0,0,0,0
0.066,-5.1875,0,0,0,0,0
0.067,-6.25,0,0,0,0,0
0.068,-5.75,0,0,0,0,0
0.069,-5.625,0,0,0,0,0
0.07,-5.3125,0,0,0,0,0
0.071,-4.8125,0,0,0,0,0
0.072,-5.25,0,0,0,0,0
0.073,-5.3125,0,0,0,0,0
0.074,-5,0,0,0,0,0
0.075,-4.6875,0,0,0,0,0
0.076,-4.375,0,0,0,0,0
0.077,-3.875,0,0,0,0,0
0.078,-3.875,0,0,0,0,0
0.079,-3.875,0,0,0,0,0
0.08,-3.5625,0,0,0,0,0
0.081,-2.9375,0,0,0,0,0
0.082,-3.5,0,0,0,0,0
0.083,-4.375,0,0,0,0,0
0.084,-4.8125,0,0,0,0,0
0.085,-5.625,0,0,0,0,0
0.086,-5.125,0,0,0,0,0
0.087,-4.6875,0,0,0,0,0
0.088,-4,0,0,0,0,0
0.089,-3.875,0,0,0,0,0
0.09,-3.8125,0,0,0,0,0
0.091,-3.875,0,0,0,0,0
0.092,-4.25,0,0,0,0,0
0.093,-4.8125,0,0,0,0,0
0.094,-5.0625,0,0,0,0,0
0.095,-5.125,0,0,0,0,0
0.096,-4.875,0,0,0,0,0
0.097,-4.6875,0,0,0,0,0
0.098,-4.8125,0,0,0,0,0
0.099,-4.8125,0,0,0,0,0
0.1,-5.4375,0,0,0,0,0
0.101,-5.9375,0,0,0,0,0
0.102,-6.25,0,0,0,0,0
0.103,-6.0625,0,0,0,0,0
0.104,-5.25,0,0,0,0,0
0.105,-4.5,0,0,0,0,0
0.106,-3.375,0,0,0,0,0
0.107,-2.8125,0,0,0,0,0
0.108,-3.8125,0,0,0,0,0
0.109,-4.6875,0,0,0,0,0
0.11,-4.9375,0,0,0,0,0
0.111,-5.3125,0,0,0,0,0
0.112,-5.1875,0,0,0,0,0
0.113,-5.3125,0,0,0,0,0
0.114,-5.3125,0,0,0,0,0
0.115,-5.625,0,0,0,0,0
0.116,-5.625,0,0,0,0,0
0.117,-5.125,0,0,0,0,0
0.118,-5.3125,0,0,0,0,0
0.119,-5.4375,0,0,0,0,0
0.12,-5.125,0,0,0,0,0
0.121,-5.3125,0,0,0,0,0
0.122,-4.6875,0,0,0,0,0
0.123,-4.8125,0,0,0,0,0
0.124,-4.75,0,0,0,0,0
0.125,-5,0,0,0,0,0
0.126,-4.5,0,0,0,0,0
0.127,-4.8125,0,0,0,0,0
0.128,-4.5625,0,0,0,0,0
0.129,-4.8125,0,0,0,0,0
0.13,-4.375,0,0,0,0,0
0.131,-4.0625,0,0,0,0,0
0.132,-4.1875,0,0,0,0,0
0.133,-4.1875,0,0,0,0,0
0.134,-4.125,0,0,0,0,0
0.135,-4.0625,0,0,0,0,0
0.136,-4.125,0,0,0,0,0
0.137,-3.875,0,0,0,0,0
0.138,-3.875,0,0,0,0,0
0.139,-3.875,0,0,0,0,0
0.14,-4.25,0,0,0,0,0
0.141,-4.375,0,0,0,0,0
0.142,-4.375,0,0,0,0,0
0.143,-4.375,0,0,0,0,0
0.144,-4.8125,0,0,0,0,0
0.145,-5,0,0,0,0,0
0.146,-5.3125,0,0,0,0,0
0.147,-5.625,0,0,0,0,0
0.148,-5.75,0,0,0,0,0
0.149,-5.75,0,0,0,0,0
0.15,-5.5625,0,0,0,0,0
0.151,-5.3125,0,0,0,0,0
0.152,-5.6875,0,0,0,0,0
0.153,-6.0625,0,0,0,0,0
0.154,-6.0625,0,0,0,0,0
0.155,-6.375,0,0,0,0,0
0.156,-6.5625,0,0,0,0,0
0.157,-7.1875,0,0,0,0,0
0.158,-6.9375,0,0,0,0,0
0.159,-7.1875,0,0,0,0,0
0.16,-7.3125,0,0,0,0,0
0.161,-7.5,0,0,0,0,0
0.162,-7.375,0,0,0,0,0
0.163,-7.3125,0,0,0,0,0
0.164,-7.8125,0,0,0,0,0
0.165,-8.25,0,0,0,0,0
0.166,-7.6875,0,0,0,0,0
0.167,-7,0,0,0,0,0
0.168,-7.0625,0,0,0,0,0
0.169,-7.8125,0,0,0,0,0
0.17,-7.5,0,0,0,0,0
0.171,-7.8125,0,0,0,0,0
0.172,-7.9375,0,0,0,0,0
0.173,-8.125,0,0,0,0,0
0.174,-8.0625,0,0,0,0,0
0.175,-7.9375,0,0,0,0,0
0.176,-8.5625,0,0,0,0,0
0.177,-8.5625,0,0,0,0,0
0.178,-8.75,0,0,0,0,0
0.179,-8.875,0,0,0,0,0
0.18,-8.75,0,0,0,0,0
0.181,-7.8125,0,0,0,0,0
0.182,-7.5625,0,0,0,0,0
0.183,-7.625,0,0,0,0,0
0.184,-7.4375,0,0,0,0,0
0.185,-7,0,0,0,0,0
0.186,-7.75,0,0,0,0,0
0.187,-7.625,0,0,0,0,0
0.188,-8.25,0,0,0,0,0
0.189,-9.0625,0,0,0,0,0
0.19,-8.8125,0,0,0,0,0
0.191,-8.75,0,0,0,0,0
0.192,-8.5,0,0,0,0,0
0.193,-8.75,0,0,0,0,0
0.194,-9.1875,0,0,0,0,0
0.195,-9.375,0,0,0,0,0
0.196,-9.125,0,0,0,0,0
0.197,-8.4375,0,0,0,0,0
0.198,-8.5,0,0,0,0,0
0.199,-8.125,0,0,0,0,0
0.2,-8.375,0,0,0,0,0
0.201,-8.25,0,0,0,0,0
0.202,-8.1875,0,0,0,0,0
0.203,-8.75,0,0,0,0,0
0.204,-9,0,0,0,0,0
0.205,-9.5,0,0,0,0,0
0.206,-8.375,0,0,0,0,0
0.207,-7.8125,0,0,0,0,0
0.208,-8.5625,0,0,0,0,0
0.209,-9.1875,0,0,0,0,0
0.21,-9.0625,0,0,0,0,0
0.211,-9.1875,0,0,0,0,0
0.212,-8.3125,0,0,0,0,0
0.213,-7.625,0,0,0,0,0
0.214,-7.625,0,0,0,0,0
0.215,-7.5,0,0,0,0,0
0.216,-7.875,0,0,0,0,0
0.217,-7.5,0,0,0,0,0
0.218,-7.125,0,0,0,0,0
0.219,-7,0,0,0,0,0
0.22,-7.4375,0,0,0,0,0
0.221,-7.8125,0,0,0,0,0
0.222,-7.5,0,0,0,0,0
0.223,-7.5,0,0,0,0,0
0.224,-6.9375,0,0,0,0,0
0.225,-6.875,0,0,0,0,0
0.226,-5.9375,0,0,0,0,0
0.227,-5.4375,0,0,0,0,0
0.228,-5.5625,0,0,0,0,0
0.229,-6.0625,0,0,0,0,0
0.23,-5.9375,0,0,0,0,0
0.231,-5.4375,0,0,0,0,0
0.232,-5.4375,0,0,0,0,0
0.233,-5.4375,0,0,0,0,0
0.234,-4.4375,0,0,0,0,0
0.235,-3.25,0,0,0,0,0
0.236,-3.1875,0,0,0,0,0
0.237,-2.8125,0,0,0,0,0
0.238,-3.25,0,0,0,0,0
0.239,-3.875,0,0,0,0,0
0.24,-4.375,0,0,0,0,0
0.241,-4.5,0,0,0,0,0
